book_id,goodreads_book_id,best_book_id,work_id,authors,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,Genre 1,Genre 2,Genre 3,Genre 4,isbn,isbn13
3786,504420,504420,1206921,Vince Flynn,2007,Protect and Defend (Mitch Rapp #10),4.34,23952,26763,714,116,393,3173,9658,13423,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,thriller,mitch rapp,flynn,074327041X,9.78E+12
3787,5182,5182,846655,Mary McGarry Morris,1995,Songs in Ordinary Time,3.68,27034,27328,489,857,2112,8250,9765,6344,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,oprah’s book club,,,140244824,9.78E+12
3788,40067,40067,1757108,Erik Larson,2006,Thunderstruck,3.67,24760,27979,3402,347,1952,9255,11516,4909,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,history,nonfiction,true crime,,1400080665,9.78E+12
3789,1168341,1168341,1239736,Michio Kaku,2008,Physics of the Impossible: A Scientific Exploration into the World of Phasers Force Fields Teleportation and Time Travel,4.07,22251,24597,1024,605,964,4342,8934,9752,https://images.gr-assets.com/books/1320469147m/1168341.jpg,https://images.gr-assets.com/books/1320469147s/1168341.jpg,science,nonfiction,physics,,385520697,9.78E+12
3790,15595,15595,168119,Karen Cushman,1995,The Midwife's Apprentice,3.71,33217,34145,1439,756,2537,10586,12275,7991,https://images.gr-assets.com/books/1305983479m/15595.jpg,https://images.gr-assets.com/books/1305983479s/15595.jpg,historical fiction,young adult,fiction,newbery,006440630X,9.78E+12
3791,40200,40200,1210026,Michel Faber,2002,The Crimson Petal and the White,3.87,24932,30695,2682,1071,2318,6468,10610,10228,https://images.gr-assets.com/books/1408937589m/40200.jpg,https://images.gr-assets.com/books/1408937589s/40200.jpg,historical fiction,fiction,historical,rory gilmore reading challenge,1841954314,9.78E+12
3792,4701,4701,2201178,Mark Haddon,2006,A Spot of Bother,3.46,23676,28130,2925,859,3216,10056,10123,3876,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,contemporary,humor,book club,385520514,9.78E+12
3793,8709524,8709524,18752278,Richelle Mead,2014,Silver Shadows (Bloodlines #5),4.37,38152,42572,4250,228,898,4922,13522,23002,https://images.gr-assets.com/books/1389304070m/8709524.jpg,https://images.gr-assets.com/books/1389304070s/8709524.jpg,young adult,vampires,fantasy,paranormal,1595143211,9.78E+12
3794,16255,16255,815206,Armistead Maupin,1978,Tales of the City (Tales of the City #1),4.06,23666,27676,1872,460,1282,5278,9881,10775,https://images.gr-assets.com/books/1483075229m/16255.jpg,https://images.gr-assets.com/books/1483075229s/16255.jpg,fiction,lgbt,great american read,lgbtq,552998761,9.78E+12
3795,100924,100924,3148586,C.S. Lewis,1943,Perelandra (Space Trilogy #2),3.97,26791,31492,1644,481,2016,6904,10570,11521,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,science fiction,fiction,fantasy,,7157169,9.78E+12
3796,5510384,5510384,5625827,Ellen Hopkins,2009,Tricks (Tricks #1),4.29,28687,29370,1587,405,975,4143,8072,15775,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,young adult,poetry,ellen hopkins,,1416950079,9.78E+12
3797,7673,7673,997260,Michael Crichton,1976,Eaters of the Dead,3.64,24885,28593,1196,751,2738,8799,10056,6249,https://images.gr-assets.com/books/1388369310m/7673.jpg,https://images.gr-assets.com/books/1388369310s/7673.jpg,fiction,historical fiction,fantasy,thriller,60891564,9.78E+12
3798,11100431,11100431,16022532,Michael J. Sullivan,2012,Heir of Novron (The Riyria Revelations #5-6),4.46,25185,28151,1507,119,344,2314,8956,16418,https://images.gr-assets.com/books/1307960132m/11100431.jpg,https://images.gr-assets.com/books/1307960132s/11100431.jpg,fantasy,epic fantasy,fiction,adventure,316187712,9.78E+12
3799,93261,93261,24816020,Washington Irving,1820,The Legend of Sleepy Hollow,3.74,25433,33179,2001,526,2560,10103,11766,8224,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,classics,horror,fiction,short stories,809594080,9.78E+12
3800,3863861,3863861,3909033,Julie James,2008,Just the Sexiest Man Alive,3.94,36473,38100,1929,926,2017,8414,13961,12782,https://images.gr-assets.com/books/1342552584m/3863861.jpg,https://images.gr-assets.com/books/1342552584s/3863861.jpg,romance,contemporary romance,contemporary,chick lit,425224201,9.78E+12
3801,9436746,9436746,14321334,James Patterson Maxine Paetro,2011,10th Anniversary (Women's Murder Club #10),4.05,27052,32557,1691,253,1140,6909,12600,11655,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,james patterson,mystery,women’s murder club,fiction,316036269,9.78E+12
3802,922991,922991,2248317,Victoria Hislop,2005,The Island,3.99,23415,26842,2022,529,1435,5310,9997,9571,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,historical fiction,book club,greece,755309510,9.78E+12
3803,32441,32441,1443220,Dean Koontz,1989,The Good Guy,3.81,27061,28576,1366,401,1647,8173,11134,7221,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,dean koontz,thriller,fiction,horror,553804812,9.78E+12
3804,64948,64948,442705,Dean Koontz,1980,Whispers,3.9,26304,27346,469,342,1392,7421,9691,8500,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,horror,dean koontz,fiction,thriller,042520992X,9.78E+12
3805,6777616,6777616,6665121,Alan Bradley,2010,The Weed That Strings the Hangman's Bag (Flavia de Luce #2),3.99,33519,37597,4480,186,977,8450,17485,10499,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,mystery,fiction,historical fiction,series,385342314,9.78E+12
3806,32422,32422,613832,Dean Koontz,1992,Hideaway,3.82,27511,28645,469,352,1581,8621,10473,7618,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,horror,dean koontz,fiction,thriller,425203891,9.78E+12
3807,634407,634407,3127921,Ian Rankin Mircea Pricăjan,1987,Knots and Crosses (Inspector Rebus #1),3.83,26055,29834,1392,460,1521,8004,12390,7459,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,mystery,crime,fiction,scotland,312956738,9.78E+12
3808,48464,48464,783228,Flannery O'Connor,1953,A Good Man is Hard to Find and Other Stories,4.24,25504,29992,1615,337,970,4098,10210,14377,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,short stories,fiction,classics,literature,151365040,9.78E+12
3809,138396,138396,133406,Robert Kirkman Charlie Adlard,2004,The Walking Dead Vol. 02: Miles Behind Us,4.25,26082,29647,1325,105,564,4272,11550,13156,https://images.gr-assets.com/books/1298563748m/138396.jpg,https://images.gr-assets.com/books/1298563748s/138396.jpg,graphic novel,comics,horror,,1582404135,9.78E+12
3810,3828382,3828382,3873014,Seth Godin,2008,Tribes: We Need You to Lead Us,3.84,23803,24850,1334,808,1697,5868,8865,7612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,business,nonfiction,leadership,marketing,1591842336,9.78E+12
3811,46815,46815,1256238,Marya Hornbacher,1997,Wasted: A Memoir of Anorexia and Bulimia,3.99,25452,26466,1102,512,1585,5707,8570,10092,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,nonfiction,memoir,memoirs,,60858796,9.78E+12
3812,7468160,7468160,7419581,Anna Quindlen,2010,Every Last One,3.83,26623,29350,4213,511,1632,7286,12808,7113,https://images.gr-assets.com/books/1320560129m/7468160.jpg,https://images.gr-assets.com/books/1320560129s/7468160.jpg,fiction,book club,contemporary,contemporary fiction,1400065747,9.78E+12
3813,7505716,7505716,9686589,Lewis Carroll John Tenniel,1865,Alice's Adventures in Wonderland & Other Stories,4.22,24607,25610,280,327,888,4044,7864,12487,https://images.gr-assets.com/books/1459762532m/7505716.jpg,https://images.gr-assets.com/books/1459762532s/7505716.jpg,classics,fantasy,fiction,children's,1435122941,9.78E+12
3814,6547188,6547188,6739626,Kim Harrison,2010,Black Magic Sanction (The Hollows #8),4.39,36216,39273,1149,135,538,4238,13520,20842,https://images.gr-assets.com/books/1310918991m/6547188.jpg,https://images.gr-assets.com/books/1310918991s/6547188.jpg,urban fantasy,fantasy,paranormal,vampires,61138037,9.78E+12
3815,11505008,11505008,16440712,William  Davis,2011,Wheat Belly: Lose the Wheat Lose the Weight and Find Your Path Back to Health,3.71,21263,24684,2242,1011,2062,6561,8379,6671,https://images.gr-assets.com/books/1317793840m/11505008.jpg,https://images.gr-assets.com/books/1317793840s/11505008.jpg,health,nonfiction,food,,1609611543,9.78E+12
3816,18500665,18500665,19250719,Susan Ee,2015,End of Days (Penryn & the End of Days #3),4.1,27238,39601,5686,497,1891,7198,13468,16547,https://images.gr-assets.com/books/1423384676m/18500665.jpg,https://images.gr-assets.com/books/1423384676s/18500665.jpg,fantasy,young adult,angels,dystopian,,
3817,36315,36315,1813320,H.P. Lovecraft August Derleth Robert Bloch,1963,The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,4.31,25841,26093,523,226,611,3290,8631,13335,https://images.gr-assets.com/books/1333214256m/36315.jpg,https://images.gr-assets.com/books/1333214256s/36315.jpg,science fiction,horror,anthology,,345350804,9.78E+12
3818,82192,82192,1864677,Mary  Stewart,1970,The Crystal Cave (Arthurian Saga #1),4.12,34643,36328,1325,294,1175,6673,13794,14392,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fantasy,fiction,historical fiction,arthurian,60548258,9.78E+12
3819,8138071,8138071,12934445,Kim Harrison,2011,Pale Demon (The Hollows #9),4.45,35141,38529,1697,165,401,3495,12334,22134,https://images.gr-assets.com/books/1280381240m/8138071.jpg,https://images.gr-assets.com/books/1280381240s/8138071.jpg,urban fantasy,fantasy,paranormal,vampires,61138061,9.78E+12
3820,160149,160149,6750943,H.P. Lovecraft S.T. Joshi,1926,The Call of Cthulhu and Other Weird Stories,4.25,25663,27568,868,221,775,3876,9773,12923,https://images.gr-assets.com/books/1320618937m/160149.jpg,https://images.gr-assets.com/books/1320618937s/160149.jpg,horror,fiction,short stories,fantasy,141182342,9.78E+12
3821,15015,15015,16955,Neale Donald Walsch,1995,Conversations with God: An Uncommon Dialogue Book 1,4.15,21977,22988,1115,750,1119,3495,6307,11317,https://images.gr-assets.com/books/1327944254m/15015.jpg,https://images.gr-assets.com/books/1327944254s/15015.jpg,spirituality,spiritual,nonfiction,religion,399142789,9.78E+12
3822,23705512,23705512,43314655,Felicia Day Joss Whedon,2015,You're Never Weird on the Internet (Almost),4.14,28276,31630,4659,799,1135,4585,11341,13770,https://images.gr-assets.com/books/1440565049m/23705512.jpg,https://images.gr-assets.com/books/1440565049s/23705512.jpg,nonfiction,memoir,biography,,1476785651,9.78E+12
3823,7926569,7926569,11240905,James Patterson Michael Ledwidge,2011,Now You See Her,3.98,23426,27052,2208,316,1145,6160,10705,8726,https://images.gr-assets.com/books/1435387035m/7926569.jpg,https://images.gr-assets.com/books/1435387035s/7926569.jpg,james patterson,mystery,fiction,thriller,316120553,9.78E+12
3824,268601,268601,3241481,J.D. Robb,1995,Glory in Death (In Death #2),4.25,35158,39956,1777,121,677,6205,15174,17779,https://images.gr-assets.com/books/1309282048m/268601.jpg,https://images.gr-assets.com/books/1309282048s/268601.jpg,mystery,romance,j d robb,crime,425150984,9.78E+12
3825,16002136,16002136,21502266,Matt Fraction David Aja Javier Pulido Matt Hollingsworth Chris Eliopoulos Alan Davis,2013,Hawkeye Volume 1: My Life as a Weapon,4.17,31993,32727,1781,1155,1134,4262,10558,15618,https://images.gr-assets.com/books/1360413248m/16002136.jpg,https://images.gr-assets.com/books/1360413248s/16002136.jpg,comics,graphic novel,marvel,,785165622,9.78E+12
3826,11312,11312,742,Susan Cooper,1965,Over Sea Under Stone (The Dark Is Rising #1),3.85,34020,37339,1732,740,2184,9763,13869,10783,https://images.gr-assets.com/books/1443993959m/11312.jpg,https://images.gr-assets.com/books/1443993959s/11312.jpg,fantasy,young adult,fiction,,068987121X,9.78E+12
3827,6375845,6375845,16256422,Jeph Loeb Jim Lee Scott Williams Alex Sinclair Richard Starkings,2002,Batman: Hush,4.29,24125,26366,1098,206,752,3455,8838,13115,https://images.gr-assets.com/books/1342295000m/6375845.jpg,https://images.gr-assets.com/books/1342295000s/6375845.jpg,comics,graphic novel,batman,,1401223176,9.78E+12
3828,11299,11299,6179815,Haruki Murakami Jay Rubin,2000,After the Quake,3.78,22682,27483,1932,224,1496,8209,11858,5696,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,short stories,fiction,japan,japanese,375713271,9.78E+12
3829,6405929,6405929,6594813,James Patterson,2009,I Alex Cross (Alex Cross #16),3.98,27046,30448,1549,295,1227,7037,12058,9831,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,james patterson,mystery,alex cross,fiction,316018783,9.78E+12
3830,53498,53498,984829,Sharon Creech,2001,Love That Dog (Jack #1),4.01,30254,30977,3482,750,1929,6240,9465,12593,https://images.gr-assets.com/books/1415581593m/53498.jpg,https://images.gr-assets.com/books/1415581593s/53498.jpg,poetry,fiction,children's,young adult,64409597,9.78E+12
3831,73864,73864,969470,Dave Pelzer,1999,A Man Named Dave (Dave Pelzer #3),3.87,23605,25649,999,445,1942,6950,7537,8775,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,nonfiction,biography,memoir,,452281903,9.78E+12
3832,121927,121927,7313984,Laurell K. Hamilton,2006,Danse Macabre (Anita Blake Vampire Hunter #14),3.81,36848,39211,806,1596,3750,9051,10973,13841,https://images.gr-assets.com/books/1289499526m/121927.jpg,https://images.gr-assets.com/books/1289499526s/121927.jpg,urban fantasy,vampires,paranormal,fantasy,515142816,9.78E+12
3833,40425,40425,1774048,Edgar Rice Burroughs,1912,Tarzan of the Apes (Tarzan #1),3.88,27529,32325,1977,558,1970,8236,11543,10018,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,classics,fiction,adventure,fantasy,809599813,9.78E+12
3834,127586,127586,2886933,Anne McCaffrey,1978,The White Dragon (Pern #3),4.17,33172,35821,655,174,1022,6685,12640,15300,https://images.gr-assets.com/books/1307994871m/127586.jpg,https://images.gr-assets.com/books/1307994871s/127586.jpg,fantasy,science fiction,dragons,,345341678,9.78E+12
3835,26023,26023,26733,Jen Lancaster,2007,Bright Lights Big Ass: A Self-Indulgent Surly Ex-Sorority Girl's Guide to Why It Often Sucks in the City or Who Are These Idiots and Why Do They All Live Next Door to Me?,4.07,26690,27140,1653,613,1256,4956,9069,11246,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,chick lit,nonfiction,humor,memoir,451221257,9.78E+12
3836,74998,74998,1359249,Enid Blyton,1943,The Magic Faraway Tree (The Faraway Tree #2),4.29,26364,27511,520,423,892,3848,7438,14910,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,children's,fantasy,childhood,,074974801X,9.78E+12
3837,17650,17650,1119196,Margaret Atwood,1993,The Robber Bride,3.82,29797,31921,1662,438,1812,8559,13396,7716,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,canadian,contemporary,1001 books,385491034,9.78E+12
3838,2679633,2679633,2704935,Larissa Ione,2008,Pleasure Unbound (Demonica #1),4.07,40836,43009,2267,1049,2062,7466,14769,17663,https://images.gr-assets.com/books/1289064020m/2679633.jpg,https://images.gr-assets.com/books/1289064020s/2679633.jpg,paranormal romance,paranormal,romance,demons,044640103X,9.78E+12
